OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
385,4.8245E+11,4.8245E+11,48,245,5600,4,,,13140,"Beaumont-Port Arthur, TX",395636,154215,161001,63.8647247,0,63.8647247,63.8647247,386,214,122,0.619,0,0,42,0.344262295,80,0.655737705,265,72,86,107,0.271698113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.350832576,6.044025114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.350832576,0,0,0,0,0,0,0,0,0,0.367879441,0,1,0,0,23.84708259,0,0,23.84708259,123.6112743,0,0,0,50.10590768,90.19063383,-99999,0,0,-99999,-99999,-99999,22266,23863,-99999,-99999,0.003212869,0.508995314,0.003781813,0.757267073,-99999,-99999,-99999,-99999,1,1,16,1,6,2100.375052,258458.516
386,4.8245E+11,4.8245E+11,48,245,304,4,,,13140,"Beaumont-Port Arthur, TX",395636,154215,161001,158.5561628,0,158.5561628,147.840289,674,323,323,0.478,0,0,136,0.421052632,187,0.578947368,507,134,182,191,0.264299803,50,0,0,18,32,0,0,0,18,32,0,0,0,0,6,6,38,0.12,2.184790101,4.558973772,0.338202802,0,0,0.121753009,0.216449793,0,0,0,0.121753009,0.216449793,0,0,0,0,2.522992904,0,0.154798762,0.942683189,0.405991551,0.942683189,0.31422773,0.438371235,0.316162487,0.326013939,0.085758019,0.138121547,0.179533214,10.14,0.000107287,23.88887474,2.504416866,1.975497843,19.40896003,100.9550163,0,20.18212313,8.07284925,113.0198895,4.036424625,-99999,0,0,-99999,-99999,-99999,26699,22988,-99999,-99999,0.003852528,0.610332609,0.003643143,0.729499873,-99999,-99999,-99999,-99999,8,4,14,1,7,3081.703005,641667.07
387,4.8332E+11,4.8332E+11,48,331,950100,1,,,,,0,0,0,145651.3149,805.3344824,144845.9804,144845.9804,1233,694,381,0.41,11,0.028871391,64,0.167979003,306,0.803149606,535,143,170,222,0.26728972,71,2,1,63,5,0,2,1,63,5,0,0,0,0,9,34,28,0.126760563,0.004791296,0.00851249,0.000490176,1.38078E-05,6.90389E-06,0.000434945,3.45194E-05,0,1.38078E-05,6.90389E-06,0.000434945,3.45194E-05,0,0,0,0,0.005281472,0,0.186351706,0.327139224,0.28178239,0.327139224,0.218092816,0.314415838,0.187151457,0.132962694,7.67579E-06,0,0,7.535211268,0.001451422,1.262472704,0.287191015,0.704907791,0.270373898,0.489205981,0.441848644,0.631843561,0.035347892,0.048603351,0,-99999,0,0,-99999,-99999,-99999,330,959,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,5,3,1,1,2,158153.3099,589442898.6
388,4.84391E+11,4.84391E+11,48,439,111307,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,524.1084898,0,524.1084898,524.1084898,1522,524,495,0.587,25,0.050505051,137,0.276767677,333,0.672727273,776,143,277,356,0.184278351,1077,127,10,488,160,292,127,10,488,109,292,10,41,0,299,477,301,0.277623027,0.999793001,2.903978908,2.054918058,0.242316243,0.019080019,0.931104932,0.305280306,0.557136558,0.242316243,0.019080019,0.931104932,0.207972208,0.557136558,0.019080019,0.078228078,0,3.054711059,0,2.175757576,0.802365626,0.802365626,0.723456631,0.676999844,0.841453274,0.756639566,0.773278698,0.474944142,0.8287803,0.837560712,0.720519963,0.756176823,12.75821778,0.575190168,4.691483581,7.491544034,52.12478052,0,17.09569712,3.663363669,53.72933381,1.221121223,-99999,0,0,-99999,-99999,-99999,160408,156345,-99999,-99999,0.000147217,0.290736411,0.00018414,0.433158236,-99999,-99999,-99999,-99999,19,15,10,1,9.333333333,11626.6673,2121038.349
389,4.84391E+11,4.84391E+11,48,439,111406,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,1290.351011,0,1290.351011,1262.412593,2288,748,730,0.545,0,0,128,0.175342466,602,0.824657534,804,148,173,483,0.184079602,1841,411,59,917,46,408,411,59,917,31,408,0,15,0,535,810,496,0.290602933,0.59251627,1.812402707,1.458318786,0.325567095,0.046735909,0.726386924,0.036438166,0.323190692,0.325567095,0.046735909,0.726386924,0.024556156,0.323190692,0,0.011882011,0,2.050835056,0,2.521917808,0.756965356,0.756965356,0.688744504,0.593459572,0.81986733,0.737239693,0.736216456,0.48068727,0.891741342,0.607939509,0.436719174,0.569338097,9.398753447,0.934791952,2.33977886,6.124182635,29.27525897,1.983956287,4.959890717,1.983956287,30.75132244,3.471923502,-99999,0,0,-99999,-99999,-99999,171635,168418,-99999,-99999,0.000157521,0.311085132,0.00019836,0.466606823,-99999,-99999,-99999,-99999,19,11,7,1,7.666666667,9200.158326,5221981.751
390,4.8332E+11,4.8332E+11,48,331,950800,2,,,,,0,0,0,463.3508005,2.280733,461.0700675,461.0700675,910,460,373,0.564,10,0.026809651,146,0.391420912,217,0.581769437,502,88,188,226,0.175298805,92,25,21,18,13,15,25,3,18,13,15,0,0,18,31,34,27,0.336956522,0.997679165,1.973669653,0.199535833,0.054221694,0.045546223,0.03903962,0.028195281,0.032533016,0.054221694,0.006506603,0.03903962,0.028195281,0.032533016,0,0,0.03903962,1.197214998,0,0.246648794,0.98336989,0.98336989,0.935553191,0.806123306,0.452369655,0.54608612,0.588154898,0.242247315,0,0,5.456521739,0.01160265,19.62879401,0.029080488,2.459793517,17.13992001,111.0765665,1.38807536,16.65690432,9.716527521,74.95606945,40.25418544,-99999,0,0,-99999,-99999,-99999,13175,15987,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,9,19,15,1,10,8452.914153,1875156.036
391,4.8332E+11,4.8332E+11,48,331,950700,2,,,,,0,0,0,1514.925869,0,1514.925869,1514.925869,615,256,167,0.52,0,0,78,0.467065868,89,0.532934132,283,70,108,105,0.247349823,128,11,34,25,16,42,11,34,25,14,42,0,2,0,45,59,24,0.3515625,0.168985166,0.405960458,0.084492583,0.007261081,0.022443342,0.016502458,0.010561573,0.027724129,0.007261081,0.022443342,0.016502458,0.009241376,0.027724129,0,0.001320197,0,0.25347775,0,0.766467066,0.936717406,0.936717406,0.867686095,0.747645339,0.747043784,0.706740457,0.757451946,0.727151685,0,0,2.2109375,0.29791785,8.665694999,0.980363525,0.898923076,6.786408398,38.45848908,2.957240411,5.914480822,1.689851664,37.1767366,8.026795402,-99999,0,0,-99999,-99999,-99999,3612,5370,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,17,17,8,1,8.666666667,11714.14384,6130818.656
392,4.8332E+11,4.8332E+11,48,331,950500,1,,,,,0,0,0,54457.16636,73.3637429,54383.80262,54383.80262,940,475,351,0.53,11,0.031339031,78,0.222222222,262,0.746438746,364,86,156,122,0.236263736,45,24,0,13,8,0,24,0,13,8,0,0,0,0,13,19,13,0.288888889,0.008734218,0.017284558,0.000827452,0.000441308,0,0.000239042,0.000147103,0,0.000441308,0,0.000239042,0.000147103,0,0,0,0,0.00956167,0,0.128205128,0.911182763,0.621978998,0.911182763,0.481396837,0.33745019,0.328115898,0.345780903,0.022055033,0,0,8.088888889,0.000834324,1.402583247,0.369531573,0.655065548,0.377986125,0.879061737,0.682556169,0.847311107,0.094145679,0.258900616,0.047072839,-99999,0,0,-99999,-99999,-99999,1095,1725,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,6,8,1,1,3,113123.5964,220385149.8
393,4.8332E+11,4.8332E+11,48,331,950500,2,,,,,0,0,0,69891.20682,468.7252255,69422.48159,69422.48159,1070,546,428,0.571,16,0.037383178,51,0.119158879,361,0.843457944,449,112,153,184,0.249443207,32,0,0,13,19,0,0,0,13,18,0,1,0,0,4,18,10,0.125,0.007864887,0.015412875,0.000460946,0,0,0.000187259,0.000273687,0,0,0,0.000187259,0.000259282,0,1.44046E-05,0,0,0.008325833,0,0.074766355,0.974489403,0.419689742,0.726271789,0.383704517,0.272618182,0.211059563,0.216849953,0.001287202,0,0,14.03125,2.19079E-06,1.575696295,0.072369505,0.749030724,0.754296066,1.365017179,0.175159397,1.428931921,0.110626987,0.424070119,0.018437831,-99999,0,0,-99999,-99999,-99999,1722,2572,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,4,5,2,1,2.5,94962.134,282845883.5
394,4.8332E+11,4.8332E+11,48,331,950100,2,,,,,0,0,0,60083.83179,129.0672488,59954.76454,59954.76454,1048,565,403,0.533,8,0.019851117,111,0.275434243,284,0.70471464,480,127,162,191,0.264583333,49,7,22,16,4,0,7,13,16,4,0,0,0,9,13,25,11,0.265306122,0.009423771,0.017479845,0.000817283,0.000116755,0.000366943,0.000266868,6.6717E-05,0,0.000116755,0.00021683,0.000266868,6.6717E-05,0,0,0,0.000150113,0.010241054,0,0.121588089,0.871038799,0.750271984,0.939000202,0.72676365,0.294559509,0.207495018,0.2075368,2.06067E-05,0,0,9.795918367,0.00015135,1.664926281,0.385258866,0.838852839,0.440814576,1.064311744,0.661832305,0.853977168,0.074723002,0.341590867,0.192144863,-99999,0,0,-99999,-99999,-99999,5353,5753,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,5,16,1,1,4.166666667,89534.69952,243155957
395,4.8332E+11,4.8332E+11,48,331,950300,2,,,,,0,0,0,33545.37432,8.6356508,33536.73867,33536.73867,1104,528,437,0.652,0,0,92,0.210526316,345,0.789473684,575,121,206,248,0.210434783,429,7,25,347,50,0,7,25,347,50,0,0,0,0,42,122,265,0.097902098,0.015743928,0.032919122,0.012791942,0.000208726,0.000745451,0.010346862,0.001490902,0,0.000208726,0.000745451,0.010346862,0.001490902,0,0,0,0,0.02853587,0,0.981693364,0.472415204,0.406916308,0.472415204,0.314943469,0.632228679,0.533654647,0.440575362,0.389149004,0,0,1.34032634,0.711538081,3.409723155,0.461061292,0.894920164,2.053741699,6.535695739,0.896926809,1.412182636,0.133584844,6.870077687,0.87784326,-99999,0,0,-99999,-99999,-99999,2676,3648,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,14,4,4,1,4.666666667,81441.13633,135756274.2
396,4.8332E+11,4.8332E+11,48,331,950300,1,,,,,0,0,0,82599.03152,158.104464,82440.92705,82440.92705,1791,655,567,0.455,48,0.084656085,128,0.225749559,391,0.689594356,578,124,184,270,0.214532872,77,0,0,77,0,0,0,0,77,0,0,0,0,0,15,42,20,0.194805195,0.007945083,0.021724647,0.000934002,0,0,0.000934002,0,0,0,0,0.000934002,0,0,0,0,0,0.008879085,0,0.135802469,0,0,0,0,0.528109803,0.063389899,0,0,0,0,7.506493506,0.001493708,1.388506097,0.398476546,0.834095042,0.155934509,0.623923115,0.62881389,0.659866427,0.031052538,0.194078361,0.023289403,-99999,0,0,-99999,-99999,-99999,3032,4102,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,11,1,1,1,2.666666667,122017.8661,334273715.3
397,4.8332E+11,4.8332E+11,48,331,950800,1,,,,,0,0,0,78800.64442,771.1869921,78029.45742,78029.45742,1924,816,782,0.593,38,0.04859335,191,0.244245524,553,0.707161125,897,179,316,402,0.199554069,414,8,4,360,24,18,8,4,360,24,18,0,0,0,32,58,324,0.077294686,0.010457589,0.024657355,0.005305689,0.000102525,5.12627E-05,0.004613642,0.000307576,0.000230682,0.000102525,5.12627E-05,0.004613642,0.000307576,0.000230682,0,0,0,0.015763278,0,0.529411765,0.338027769,0.338027769,0.338027769,0.261625391,0.465103086,0.454171894,0.38055348,0.07841388,0,0,2.166666667,0.311403224,1.689114196,0.330432366,1.023526633,0.335155197,0.981930703,0.442909654,1.082668043,0.098424368,0.180444674,0.041010153,-99999,0,0,-99999,-99999,-99999,3548,5812,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,9,3,1,1,2.666666667,104410.651,318901832.6
398,4.84391E+11,4.84391E+11,48,439,111553,3,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,115.3976768,0,115.3976768,115.3976768,1447,730,651,0.669,0,0,481,0.738863287,170,0.261136713,826,196,269,361,0.237288136,555,184,85,65,90,131,184,85,65,41,131,15,34,0,201,179,175,0.362162162,6.325950576,12.53924724,4.809455575,1.594486173,0.736583286,0.563269572,0.779911715,1.135204829,1.594486173,0.736583286,0.563269572,0.355293115,1.135204829,0.129985286,0.294633314,0,11.13540615,0,0.852534562,0.957062771,0.957062771,0.87695528,0.820641574,0.780704874,0.78734558,0.857762114,0.642117596,0.554445554,0.803765387,1.488288288,0.613675932,18.21596818,0,6.18742705,12.02854113,81.37148217,0,22.18415544,11.09207772,66.55246633,11.09207772,-99999,0,0,-99999,-99999,-99999,256222,230703,-99999,-99999,0.000235152,0.464397441,0.000271718,0.639169174,-99999,-99999,-99999,-99999,18,19,13,1,10.83333333,3377.030364,467007.5824
399,4.84391E+11,4.84391E+11,48,439,111408,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,1587.639986,0.5480678,1587.091918,1233.04348,3119,1389,1115,0.599,13,0.011659193,262,0.234977578,840,0.753363229,1503,332,415,756,0.22089155,990,169,14,188,485,134,169,13,188,10,134,0,475,1,298,425,267,0.301010101,1.126480958,2.529513396,0.802891395,0.137059238,0.01135402,0.152468265,0.393335684,0.108674189,0.137059238,0.010543018,0.152468265,0.008110014,0.108674189,0,0.385225669,0.000811001,1.929372353,0,0.887892377,0.806326035,0.806326035,0.69405795,0.649489,0.72650244,0.728421537,0.783757513,0.60164864,0.481869068,0.794223827,1.518181818,0.595602478,11.08999653,1.994078802,2.406377559,6.689540166,35.36692447,3.226026131,7.258558794,1.613013065,37.90580703,3.629279397,-99999,0,0,-99999,-99999,-99999,186566,181705,-99999,-99999,0.000171224,0.338147282,0.000214009,0.503418832,-99999,-99999,-99999,-99999,17,13,8,1,8,12208.89076,6425094.435
400,4.8108E+11,4.8108E+11,48,107,950100,3,352,"Lubbock-Plainview-Levelland, TX",31180,"Lubbock, TX",313123,152685,141710,523.399807,0,523.399807,515.06497,1253,564,451,0.54,34,0.075388027,146,0.323725055,271,0.600886918,510,133,197,180,0.260784314,114,23,39,35,6,11,23,5,35,6,11,0,0,34,42,58,14,0.368421053,1.09500749,2.43270281,0.221331301,0.044654561,0.075718603,0.067952592,0.011649016,0.021356529,0.044654561,0.009707513,0.067952592,0.011649016,0.021356529,0,0,0.06601109,1.316338791,0,0.252771619,0.890398932,0.890398932,0.87291548,0.752151261,0.442018588,0.454027532,0.472837117,0.069295265,0.166788588,0.365384615,4.473684211,0.0310026,16.19624787,0,1.817977786,14.37827009,81.93445895,1.22277462,4.891098479,9.782196958,20.78716854,55.02485789,-99999,0,0,-99999,-99999,-99999,2048,2085,-99999,-99999,0.000223578,0.034714218,0.000261796,0.041268333,-99999,-99999,-99999,-99999,8,17,13,1,8.833333333,7095.366226,2118171.795
401,4.8183E+11,4.8183E+11,48,183,700,4,,,30980,"Longview, TX",284503,114358,114455,186.3645497,0,186.3645497,181.40344,1453,515,515,0.473,39,0.075728155,174,0.337864078,302,0.586407767,612,152,222,238,0.248366013,23,0,0,20,3,0,0,0,20,0,0,0,3,0,12,9,2,0.52173913,2.838975931,8.009770928,0.126789216,0,0,0.110251492,0.016537724,0,0,0,0.110251492,0,0,0,0.016537724,0,2.965765148,0,0.044660194,0.558629373,0.240588576,0.558629373,0.186209791,0.17580724,0.06881149,0.051357709,0,0.031165312,0.072440945,26.60869565,7.556E-12,16.3098144,0,1.591820988,14.71799341,67.55619575,0,10.30238853,6.868259023,44.64368365,24.03890658,-99999,0,0,-99999,-99999,-99999,24381,19735,-99999,-99999,0.00748298,0.797051228,0.007583338,0.876994179,-99999,-99999,-99999,-99999,2,2,11,1,4.666666667,3432.276365,754207.249
402,4.84391E+11,4.84391E+11,48,439,104803,5,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,91.1331981,0,91.1331981,91.1331981,1614,373,373,0.549,24,0.064343164,22,0.058981233,327,0.876675603,490,114,247,129,0.232653061,33,0,0,8,25,0,0,0,8,3,0,0,22,0,18,9,6,0.545454545,4.092910243,17.71034084,0.362107341,0,0,0.087783598,0.274323743,0,0,0,0.087783598,0.032918849,0,0,0.241404894,0,4.455017584,0,0.08847185,0.799048521,0.344131467,0.75716585,0.400026493,0.297561248,0.255807654,0.272021865,0.015190198,0.04007286,0.126195029,14.84848485,9.67563E-07,25.04628628,0,2.107776533,22.93850974,149.8430899,0,21.06806345,0,56.18150253,98.31762943,544.49,0,0,2,14.04537563,0.001239157,193325,174668,57360,34785,0.000177427,0.35039784,0.000205721,0.483922625,0.000222502,0.07826571,0.000309205,0.089528383,5,6,18,15,12.83333333,2956.778063,368809.6231
403,4.84391E+11,4.84391E+11,48,439,113921,3,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,154.9685179,0.0088956,154.9596223,154.9596223,1934,957,733,0.801,0,0,35,0.047748977,698,0.952251023,913,157,222,534,0.17196057,591,543,31,4,13,0,543,31,4,7,0,0,6,0,116,392,83,0.196277496,6.175802353,12.48067059,3.813896751,3.504138639,0.200052114,0.025813176,0.083892822,0,3.504138639,0.200052114,0.025813176,0.045173058,0,0,0.038719764,0,9.989699104,0,0.80627558,0.25263004,0.217603672,0.227036623,0.175720904,0.52422891,0.439026766,0.486806459,0.703020324,0.468118812,0.785904255,1.544839255,0.579934997,32.11638679,0,5.692794077,26.42359271,203.8332279,0,8.260216313,20.65054078,235.4161649,20.65054078,742.98,0,0,2,8.260216313,0.001034126,183527,168657,8054,6591,0.000168435,0.332639153,0.000198641,0.46726898,3.12418E-05,0.010989401,5.85876E-05,0.016963679,11,2,19,14,13.16666667,3300.948936,627148.3034
404,4.84391E+11,4.84391E+11,48,439,105514,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,36.904385,0,36.904385,36.904385,975,586,564,0.755,41,0.072695035,351,0.622340426,172,0.304964539,462,112,181,169,0.242424242,79,0,37,0,9,33,0,37,0,8,33,0,1,0,26,30,23,0.329113924,15.87887185,26.41962466,2.140667024,0,1.002590885,0,0.243873458,0.894202681,0,1.002590885,0,0.216776407,0.894202681,0,0.027097051,0,18.01953887,0,0.140070922,0.880542924,0.601064054,0.726480371,0.484320247,0.35449993,0.379989317,0.423035553,0.088079182,0.149905123,0.292051756,5.848101266,0.007843256,27.16965859,0,8.260014476,18.90964412,98.2950942,0,0,34.68422519,69.36845039,17.3421126,202.51,0,0,3,52.02633779,0.003076923,157804,151101,50994,24914,0.000144827,0.286016711,0.000177964,0.418629586,0.000197808,0.069579526,0.000221461,0.064122758,6,8,14,19,13.33333333,2020.214123,149350.6798
405,4.84391E+11,4.84391E+11,48,439,101201,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,4087.265286,130.9266763,3956.338609,3488.75036,529,234,203,0.592,0,0,23,0.113300493,180,0.886699507,315,70,95,150,0.222222222,7558,118,462,4966,1826,186,118,269,4966,1735,186,16,75,193,791,2512,4255,0.104657317,0.067072727,0.151630224,2.166391751,0.033822999,0.13242564,1.423432315,0.523396578,0.053314219,0.033822999,0.077104972,1.423432315,0.49731274,0.053314219,0.004586169,0.021497669,0.055320668,2.233464478,0,37.23152709,0.58784062,0.58784062,0.500651277,0.500651277,0.581809689,0.566643139,0.455150106,0.378491879,0.130827254,0.080020323,0.041677693,0.383535802,7.382053677,0.943651315,1.802841527,4.635560834,18.28599803,1.294125833,5.176503334,3.235314584,14.23538417,2.102954479,-99999,0.01822421,0.072474576,8,1.294125833,0.015122873,278788,230073,-99999,-99999,0.000255862,0.505297881,0.000270976,0.637423741,-99999,-99999,-99999,-99999,13,8,6,1,5.833333333,22652.99399,16540930.01
406,4.8245E+11,4.8245E+11,48,245,11400,3,,,13140,"Beaumont-Port Arthur, TX",395636,154215,161001,3426.999012,50.9063065,3376.092706,3137.64269,1436,702,602,0.554,23,0.03820598,128,0.212624585,451,0.749169435,585,112,153,320,0.191452991,38,6,3,10,1,18,6,0,10,0,18,0,1,3,21,12,5,0.552631579,0.223734845,0.457668429,0.012111003,0.001912264,0.000956132,0.003187106,0.000318711,0.005736791,0.001912264,0,0.003187106,0,0.005736791,0,0.000318711,0.000956132,0.235845848,0,0.063122924,0.803309839,0.803309839,0.803309839,0.621742562,0.168554393,0.261350554,0.280334939,0.002865328,0.05156038,0.121990369,15.39473684,5.60332E-07,4.347267442,0.275063535,1.125899713,2.946304194,9.417750864,1.326977779,3.22266032,0.379136508,4.360069845,3.980933336,-99999,0,0,-99999,-99999,-99999,13614,12708,-99999,-99999,0.00196443,0.31121271,0.002013967,0.403274943,-99999,-99999,-99999,-99999,2,12,5,1,4.333333333,26643.68313,13868869.14
407,4.8245E+11,4.8245E+11,48,245,304,5,,,13140,"Beaumont-Port Arthur, TX",395636,154215,161001,204.3316849,1.9819891,202.3496958,202.3496958,1771,597,546,0.632,14,0.025641026,155,0.283882784,377,0.69047619,693,190,240,263,0.274170274,39,4,2,21,12,0,4,2,21,10,0,0,2,0,5,11,23,0.128205128,2.950338016,8.752175253,0.192735649,0.019767759,0.009883879,0.103780734,0.059303277,0,0.019767759,0.009883879,0.103780734,0.049419397,0,0,0.009883879,0,3.143073665,0,0.071428571,0.78041629,0.672214004,0.758352286,0.586946493,0.196997849,0.187224689,0.185429209,1.9939E-05,0.043093923,0.106557377,17.76923077,5.21454E-08,24.72055093,5.131185359,0,19.58936557,76.98356026,12.6513657,0,0,63.25682848,34.79125566,-99999,0,0,-99999,-99999,-99999,25942,22312,-99999,-99999,0.003743297,0.593027775,0.003536011,0.708047728,-99999,-99999,-99999,-99999,3,11,12,1,6.666666667,5004.232479,826918.1894
408,4.8245E+11,4.8245E+11,48,245,1900,1,,,13140,"Beaumont-Port Arthur, TX",395636,154215,161001,144.0439798,0,144.0439798,144.0439798,1182,395,370,0.617,16,0.043243243,137,0.37027027,217,0.586486486,386,96,182,108,0.248704663,37,18,0,0,0,19,18,0,0,0,19,0,0,0,16,13,8,0.432432432,2.74221804,8.205827148,0.256865994,0.124961835,0,0,0,0.131904159,0.124961835,0,0,0,0.131904159,0,0,0,2.999084034,0,0.1,0.99947302,0.4304496,0.99947302,0.333157673,0.33461875,0.381650837,0.424885294,0.094863393,0.060705496,0.174940898,10.43243243,8.00842E-05,29.52622035,6.286142994,1.64988867,21.59018868,130.3379706,17.77234983,0,0,22.21543729,115.5202739,-99999,0,0,-99999,-99999,-99999,39066,29298,-99999,-99999,0.005637023,0.893039204,0.004643153,0.929741051,-99999,-99999,-99999,-99999,6,4,16,1,7.333333333,3372.079102,582942.0301
409,4.8245E+11,4.8245E+11,48,245,10901,1,,,13140,"Beaumont-Port Arthur, TX",395636,154215,161001,131.4164285,0,131.4164285,131.4164285,588,227,227,0.546,12,0.052863436,56,0.246696035,159,0.700440529,348,55,103,190,0.158045977,222,6,18,13,138,47,6,18,13,137,47,0,1,0,89,57,76,0.400900901,1.727333505,4.474326435,1.689286511,0.045656392,0.136969177,0.098922183,1.05009702,0.357641739,0.045656392,0.136969177,0.098922183,1.042487622,0.357641739,0,0.007609399,0,3.416620016,0,0.977973568,0.678304191,0.678304191,0.624174997,0.537822987,0.688067229,0.644073148,0.706797551,0.539833154,0.548148148,0.778947368,1.567567568,0.566902716,17.86120916,0,2.026938816,15.83427035,71.44799252,0,24.35007584,24.35007584,38.96012134,4.870015167,-99999,0,0,-99999,-99999,-99999,22694,22044,-99999,-99999,0.003274627,0.518779289,0.003493538,0.699543031,-99999,-99999,-99999,-99999,16,9,12,1,8.5,3665.113298,531835.8871
410,4.8245E+11,4.8245E+11,48,245,5500,1,,,13140,"Beaumont-Port Arthur, TX",395636,154215,161001,101.189921,6.9096573,94.2802637,93.9535173,1049,400,317,0.619,21,0.066246057,75,0.23659306,221,0.697160883,313,82,117,114,0.261980831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.257424432,11.16509557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.257424432,0,0,0,0,0,0,0,0,0,0.367879441,0,1,0,0,29.97223262,0,8.005604999,21.96662762,199.1407243,0,40.72962728,20.36481364,13.57654243,142.5536955,-99999,0,0,-99999,-99999,-99999,22080,23247,-99999,-99999,0.00318603,0.504743399,0.00368419,0.737718964,-99999,-99999,-99999,-99999,1,1,19,1,7,3343.874802,409510.8271
411,4.8245E+11,4.8245E+11,48,245,10300,1,,,13140,"Beaumont-Port Arthur, TX",395636,154215,161001,165.5752854,0,165.5752854,165.5752854,669,285,228,0.701,42,0.184210526,80,0.350877193,106,0.464912281,404,88,141,175,0.217821782,1213,41,0,700,472,0,41,0,700,285,0,184,3,0,69,117,1027,0.056883759,1.72127138,4.040458082,7.325972575,0.247621497,0,4.227684091,2.850666987,0,0.247621497,0,4.227684091,1.72127138,0,1.111276961,0.018118646,0,9.047243955,0,5.320175439,0.727310854,0.496466895,0.666676118,0.515991336,0.800204599,0.452070303,0.369052605,0.426605494,0.710945802,0.499690785,0.333058533,0.513276051,26.4806195,0,0,26.4806195,195.8707782,0,0,0,85.03684572,139.1512021,-99999,0,0,-99999,-99999,-99999,26065,27036,-99999,-99999,0.003761045,0.595839525,0.004284671,0.857958873,-99999,-99999,-99999,-99999,19,9,19,1,11.33333333,4029.727573,670073.4978
